seller_key,seller_state
seller_id_305b3775452c9c67,SP
seller_id_305f784a7e155f44,MG
seller_id_308642ad2ecd8668,SP
seller_id_308fbcadfb48422d,SP
seller_id_310f81c10bb6f2c6,SP
seller_id_3114564376bf3813,MG
seller_id_3125d8f0e8cee3ac,SP
seller_id_3126029cdc09d9a4,PR
seller_id_312a3703c063094a,SP
seller_id_3132b09e6e5bb3c5,SP
seller_id_3150eb775511e7ff,SP
seller_id_3166b539b74ce4ce,CE
seller_id_318572a941dde4eb,SP
seller_id_319452831eca270b,SP
seller_id_31b31a1d6086ebd9,GO
seller_id_31b50d986e9a7a77,RN
seller_id_31d015b775f09606,PR
seller_id_31e711a337293861,SP
seller_id_320ca9be3f24f2a2,GO
seller_id_3221593986439599,SP
seller_id_32275f4b18a11c7d,SP
seller_id_323528ce79617029,SP
seller_id_323a3c9349fa715b,SP
seller_id_3242b7df3f672665,SP
seller_id_325cd3315fec06e1,MG
seller_id_3278d3918759759c,SP
seller_id_3286fa742165a662,SP
seller_id_329d97ebcb0b778f,MG
seller_id_32bbc9d9315db595,SP
seller_id_32c4918fb27c1bb4,SP
seller_id_32d7716ed3cd1f98,PR
seller_id_33101600bda698b5,SP
seller_id_331d4222c517cea6,RS
seller_id_333b3e06fe4c377f,MG
seller_id_335c76be2b71c584,RJ
seller_id_336561f99f513551,SP
seller_id_3372e8ce7716c733,MG
seller_id_337daa5258c1c2be,SP
seller_id_337e9d0dc0569061,SP
seller_id_33866de3e009a8e8,ES
seller_id_338cb7149d5a5d55,SP
seller_id_3396b059cbcfc38f,PR
seller_id_339bed09638a6cdb,MA
seller_id_339ea3ccb9ef643b,PR
seller_id_33a707e1f7f06fb7,SP
seller_id_33abbdf6bfc1236b,SP
seller_id_33afc268805d6a88,SP
seller_id_33ccfe8bc1abd585,SP
seller_id_340e412921a5abbc,SP
seller_id_3424ea5472a5c587,SP
seller_id_344cf3c7356dba2b,SP
seller_id_3450e9dc36b2aba4,SP
seller_id_34a69953f9394b30,CE
seller_id_34c9f136d6281383,SP
seller_id_34d27737e79498e9,MG
seller_id_34d50c11df6ff38a,RJ
seller_id_35054e5d2204a31c,RJ
seller_id_350a3563edd71ec6,SP
seller_id_3529ea1f2fbc9d6c,SP
seller_id_3558284f0dbd12a5,SP
seller_id_35629f862e0eb20e,SC
seller_id_35a6655849ad459e,SC
seller_id_35ae3723171a359b,RJ
seller_id_35af1c03e63577d2,SP
seller_id_35b60daeb2d1cdb3,SP
seller_id_35bacef5723a068d,MG
seller_id_35df365d4f568f03,RJ
seller_id_35f498b567e93580,RS
seller_id_36172442d47797f0,SC
seller_id_3623abd60d90c0ac,PR
seller_id_36264f60103fa76e,SP
seller_id_363b521bddd456d6,SP
seller_id_36612bc82879da80,SP
seller_id_366f011fdc5b247a,SP
seller_id_36ad3f66cd84e8dd,SP
seller_id_36b4f39b5ef4e855,PB
seller_id_36dd8a19b5b8c540,PR
seller_id_36f59704ebb8b5dc,SP
seller_id_373c1bf4d1ab059d,MG
seller_id_37416f8d2489ea93,SP
seller_id_374f8aa65786ff0d,SC
seller_id_3756a20ae4c51d28,MG
seller_id_375e1a0890e4be1d,SP
seller_id_3769b1aeb316ab04,RJ
seller_id_376f8cad5b0c347b,SP
seller_id_37a2e45cea521641,SP
seller_id_37c8c7c35c7b6d82,SP
seller_id_37f5e47b51a5efa9,RS
seller_id_38085704f0e8578b,RJ
seller_id_380d0488670f8b02,MG
seller_id_3840aaa280d699d6,SP
seller_id_384aff23b7e363aa,MT
seller_id_3887f2b14349c2ac,SP
seller_id_38c9f84ac608716d,SP
seller_id_38d3911abb83b46e,MT
seller_id_38f95f362e7e88fa,PR
seller_id_38fa29ee3025e804,SP
seller_id_3919bea153eef308,SP
seller_id_391a4f80d9942bce,SP
seller_id_392851bd595423e3,SP
seller_id_392fa6f4d62270dd,RS
seller_id_3931fe2c1e478c32,SP
seller_id_394c6ab8a5dc0b57,RS
seller_id_3954792da051af0d,PR
seller_id_3970c1be61291fc4,PR
seller_id_3983fb37ea48a1eb,GO
seller_id_39c181906ca25fbd,SC
seller_id_39c9aecd3207600e,PR
seller_id_39d469d0f78a6d10,SP
seller_id_39e022576c5f6426,SP
seller_id_39ed2f74fc2f93db,PR
seller_id_39fd60479c308bf3,SP
seller_id_3a0abda38d511e4a,SP
seller_id_3a0f5209fdd5ad4e,SC
seller_id_3a0ff7e24728678b,SP
seller_id_3a3d506244f73b9a,SC
seller_id_3a4af75ec187456a,RS
seller_id_3a58a5e46242957a,PR
seller_id_3a6317b51f64feaa,SP
seller_id_3a69ccc328fb22e0,MG
seller_id_3a803c88fd59f13e,PR
seller_id_3a86c9f059a671a4,MG
seller_id_3abebc3502cc5119,SP
seller_id_3ac3c79ddbb15d2a,SP
seller_id_3ae0fdcc19f341bb,PR
seller_id_3af79984d6ba2a68,GO
seller_id_3b053b234f1f5386,SP
seller_id_3b139fd9d3fe3d5b,SC
seller_id_3b21afef47c57793,SP
seller_id_3b2c29dd27333d3f,PR
seller_id_3b7c206df091a911,PR
seller_id_3b8692f508685abf,SP
seller_id_3b9908b266659d07,SP
seller_id_3b9e88a2d2e712af,SP
seller_id_3bb4bd395dd16b70,SP
seller_id_3bb7f27c1f3fff4e,RJ
seller_id_3bc85707d08b4f52,PR
seller_id_3bcebe72a91e0cf7,RJ
seller_id_3bd084b56d414a1f,SP
seller_id_3beeff5d5172de57,SP
seller_id_3c238dad04d9e272,SP
seller_id_3c242cf4754775f7,PR
seller_id_3c26401c36f947b2,SC
seller_id_3c44136942ccb722,SC
seller_id_3c565c6e74728631,SP
seller_id_3c6a1c606a8c32e2,SP
seller_id_3c847d93a3d212f2,SP
seller_id_3c86e0666554eeee,SP
seller_id_3cb6f24539c5d83e,SP
seller_id_3cc01c6916c5be3c,MG
seller_id_3cc7c9ccfdad1d09,PR
seller_id_3ccc54de7e020f85,SP
seller_id_3cd562d41ac704bf,SP
seller_id_3cd90fa90561697d,MG
seller_id_3ce9807d02f8b97c,SC
seller_id_3cfdf7fc4434d67b,SP
seller_id_3cfe713cd7bda624,MG
seller_id_3d050486ae56da23,SC
seller_id_3d1362eadd0006d3,SP
seller_id_3d2d8a4d9477cdd7,MG
seller_id_3d5196df3ba79f4c,SP
seller_id_3d595928e0d30242,SP
seller_id_3d6464ab6fb3e76b,SP
seller_id_3d6610e55bb6a69e,MG
seller_id_3d6da4dff0338acb,SP
seller_id_3d7a027d1ccb9e86,RJ
seller_id_3e283f1db864dfb5,MG
seller_id_3e285df144c666aa,SP
seller_id_3e3de55ed62f0ef4,SC
seller_id_3e5391c3f2de86b4,MG
seller_id_3e5c0d96f02be1e4,SP
seller_id_3e6ebb5f00bb8b6c,SC
seller_id_3e9bad681fc62d2a,MG
seller_id_3ea56ee206509145,SP
seller_id_3ea75a87510a1b75,SP
seller_id_3eb20cb7ff44ed32,SP
seller_id_3ed44ce9dd9fa52d,SP
seller_id_3ee21133a578cd37,MG
seller_id_3ee3b6f9502906ed,SP
seller_id_3ee7d22436cfe772,MG
seller_id_3f2022151a0b84b6,SP
seller_id_3f24969cb36d3f45,SP
seller_id_3f400fb54caac4be,SP
seller_id_3f5bccf9c9c402ec,PR
seller_id_3f6bd830999eafdf,SP
seller_id_3f752321ff494344,MG
seller_id_3f80c3a36d5f37ef,SP
seller_id_3f88e9f9ec8e417d,PR
seller_id_3f8d4d01b2c7f918,SP
seller_id_3f9690aed968c946,MG
seller_id_3fbd1468fd9f58a0,MG
seller_id_3fbeb99773bc5073,SP
seller_id_3fe039828dec294d,PR
seller_id_3feac432e038e623,PR
seller_id_3fed5f08735606ec,SP
seller_id_3ffe5e36246194ab,CE
seller_id_400ac31d33b25475,RS
seller_id_4013a8affaba9908,SP
seller_id_40253e8d274ce050,SP
seller_id_403073bfdaad0b43,SP
seller_id_4044932653e689db,SP
seller_id_4046252c192f56bd,SP
seller_id_404a4c62351b5983,SC
seller_id_405d7529020bfda3,RS
seller_id_4061a0fe95f205e7,MG
seller_id_4063af89e967a0f4,SP
seller_id_40ba6351ca2c65ca,PR
seller_id_40f270f60b20edbf,SP
seller_id_4131471e93fe94f7,SP
seller_id_414a6ddfa0c9d93d,SC
seller_id_415f3eea82847144,SP
seller_id_416d87883c658bd9,SP
seller_id_41b268fff6950203,SP
seller_id_41c8b12223376afc,SP
seller_id_41d3fe62deecba69,SP
seller_id_42247e3bfe5012d4,SP
seller_id_424ade4bab313404,DF
seller_id_427568588a4e8c31,SP
seller_id_42c911fb145c0e51,SP
seller_id_42cdadc76f5c9d3b,SP
seller_id_42d88f022af865a1,DF
seller_id_42eaccaf4d3a54f4,MG
seller_id_42ecf97fa2407d37,SP
seller_id_42fff36d8f17f046,SP
seller_id_431d44bdead52657,RS
seller_id_4323017afa53240a,RJ
seller_id_43236f9220a762b3,SP
seller_id_43523ec208d1fced,SP
seller_id_435fd8d7a828a32e,DF
seller_id_436a5c664b9cf85c,SP
seller_id_43717bf2e43570d1,SP
seller_id_43895f069dbe9e56,SP
seller_id_43afd1ff77c58b5f,SP
seller_id_43caa8f9fcf1b77b,SP
seller_id_440ce7442fbd4d4d,SP
seller_id_44424ac5369b8ad4,SP
seller_id_4445161914509fb4,SP
seller_id_444f238e81632291,RJ
seller_id_445f47ce75ab51ae,SP
seller_id_4461078eea83f6f6,SP
seller_id_4466f011170bc3dc,RJ
seller_id_44821c417190e4f1,SP
seller_id_449b981af5f1c40e,MG
seller_id_451c4dd7736cd7b7,SP
seller_id_4523d68c6ef2bae0,SP
seller_id_4535993b14cc73d3,SP
seller_id_453cfcf4d39b87c6,SP
seller_id_4549b796e22033ef,SP
seller_id_455bf085d8b61d84,PR
seller_id_456da664b72cd108,SP
seller_id_459342182bc06fcd,SP
seller_id_45b3b626f5bd530b,SP
seller_id_46172c1924c8cacd,SP
seller_id_461b6b31ccba2b91,RJ
seller_id_463d43094dd83e49,SP
seller_id_463e86ab3284329b,RS
seller_id_464a46694f571a48,PR
seller_id_4694fa7b08f5428d,SP
seller_id_46abda1185015af4,MG
seller_id_46bc309bfa0d6402,SP
seller_id_46f361f1a7d915af,SP
seller_id_46f92b0a8a75bdc8,MG
seller_id_47181d2eda3a7d81,SP
seller_id_471896483dfc6f99,SP
seller_id_471ab3491cb08bf5,SP
seller_id_4734973b8468324d,SP
seller_id_4765b59c21cce79d,RJ
seller_id_476e77bec859c202,SP
seller_id_47700eea9d150d98,SP
seller_id_4784af9a8faffd1f,SP
seller_id_478e776aad52f1c6,SP
seller_id_47932799c76d941d,SP
seller_id_47953a8e11aa2c38,PE
seller_id_479b4c2f631a1c12,SP
seller_id_47aee29fd3e4dab2,SP
seller_id_47b285953f52fc5e,SP
seller_id_47de6042d1ea3384,SP
seller_id_47df393c1da84902,PR
seller_id_480cdb1be655f2f2,SP
seller_id_4810377d34ee2412,SP
seller_id_4810fa7029281f9b,MG
seller_id_4842c0e8853eecbc,SP
seller_id_4872c13e4ea0aab7,SP
seller_id_4884e0fa18423d22,PR
seller_id_48916b32783943c5,MG
seller_id_48bc9478ee066498,SP
seller_id_48d9b2d5450f5190,SP
seller_id_48e49a0d798e50cd,RJ
seller_id_48ef848eeeb701e2,PR
seller_id_48f046f04dfabbe1,MG
seller_id_4904aa4b0b9f3c0d,SP
seller_id_490780364c4329ef,PR
seller_id_494425cac0fd7247,SP
seller_id_494985708df0941d,SP
seller_id_4965442531eb1911,MG
seller_id_496658ef4f841dac,SP
seller_id_4973746bef7aa175,MG
seller_id_497b1dd12b308c13,SP
seller_id_49821a02f2a7faba,SP
seller_id_498dea7797fffc90,SP
seller_id_4999b2954d211a31,SP
seller_id_49af57dc4ad05023,SP
seller_id_49b7e7b7abba89d5,SP
seller_id_49c6dff79ebc4620,PR
seller_id_49d5f88ad032f001,MG
seller_id_49e9805b9f18df1e,SP
seller_id_49ff1ecbb6227c13,DF
seller_id_4a1aca51d85ae2e8,SP
seller_id_4a2d0836abe88ec3,SC
seller_id_4a3b60bfb4289c14,MG
seller_id_4a3d1d188ae4c55b,RJ
seller_id_4a5d9388c0e79a1d,SP
seller_id_4a6b7e91625e4092,RS
seller_id_4ab9110a40f0e9fb,SP
seller_id_4ac634ca6073acc5,SP
seller_id_4ac91d351b7fbafa,MG
seller_id_4ad1456dfc0ea986,RS
seller_id_4aed44df3575a421,PR
seller_id_4aee504d51d4d7f0,SP
seller_id_4b0d556749798315,PR
seller_id_4b118e7cbb78bf7f,SP
seller_id_4b1a1f8203d12a02,SP
seller_id_4b223d914732c9b1,RJ
seller_id_4b2ae58b007351c6,SP
seller_id_4b92fe1e60ca693f,SP
seller_id_4b9cb683651be4b2,SP
seller_id_4bd3fdbb7d05b476,SP
seller_id_4bd7d272a3316bf1,SP
seller_id_4c433f1fdef883f5,SP
seller_id_4c48be99da68362b,SP
seller_id_4c67466f01823218,SP
seller_id_4c67f2a1cde14b19,SP
seller_id_4c6c639fae130037,MG
seller_id_4c6c7c3b4efbdf76,SC
seller_id_4c8ac806211cab34,PR
seller_id_4c99ac85840d152c,SP
seller_id_4ca98e381da1ef97,GO
seller_id_4cab24b4dab7c49c,SP
seller_id_4cc0f0a6e0a9f0d2,SP
seller_id_4cd33515238eb330,SP
seller_id_4cdacd0899d8f303,GO
seller_id_4ce8a3d7c65e4cf5,SP
seller_id_4cfbe27a17f1ecd0,RS
seller_id_4d1cf64411356d42,SP
seller_id_4d3dfab284a913dd,SP
seller_id_4d4f806cf98c79dc,SP
seller_id_4d5499329b6e16ee,RJ
seller_id_4d6e9548bedad7ee,MG
seller_id_4d6fc77f5649bc4d,SP
seller_id_4d7f6090e10e7247,PR
seller_id_4d7feb9e0fc2c346,SP
seller_id_4d8974d3dda2d29b,PR
seller_id_4da10849ede81e5a,SP
seller_id_4db1ed2651865dc8,SP
seller_id_4dc160163da1c905,SP
seller_id_4dcccb3788d99b8f,PR
seller_id_4dd06676eaefd74b,SP
seller_id_4dea0835fc1ee0fa,SP
seller_id_4df7328794c5b717,SP
seller_id_4e0065cf4f67931d,PR
seller_id_4e14a934c74e9585,SP
seller_id_4e1ccbc3f0eecd21,PR
seller_id_4e20b0dc3f1a3251,SP
seller_id_4e50be40dbfa8ec4,SP
seller_id_4e6045fa2ad49602,PR
seller_id_4e7f1f0f10d93ce3,SC
seller_id_4e80afc45ceb7c2f,SC
seller_id_4ea83f87592333d1,SP
seller_id_4eb274fe7254e423,PR
seller_id_4eef52f40f194b9d,SP
seller_id_4ef25a65025efdaa,SP
seller_id_4f00237a6b4a6204,SP
seller_id_4f104d1a8849803d,SC
seller_id_4f24ba9ab6eb7762,MG
seller_id_4f302771944fc925,SP
seller_id_4f3c904bd4a6fe41,PR
seller_id_4f5057518224613e,MG
seller_id_4f7d5af6c0bc125b,SP
seller_id_4f86fa76e6d6d206,RJ
seller_id_4fae83b7fa53da44,SP
seller_id_4fc88c1dda1c1017,RS
seller_id_4fd002849ae61fc9,SP
seller_id_4fd70875c9aa597c,SP
seller_id_5024cf202779e7a5,SP
seller_id_50292af495299854,PR
seller_id_503be6c683d674c9,SP
seller_id_505b67380fb6fc99,SP
seller_id_508036d1b195b7d3,SP
seller_id_50864cd4eea2dba7,MG
seller_id_50870194c3731fcb,SP
seller_id_508920f07bc0aa86,PR
seller_id_509adb8944058f19,PR
seller_id_50d38c12a287b51e,BA
seller_id_50e77c0c390cb309,SP
seller_id_50f1ff111573e32a,RJ
seller_id_50fc8edff12776f1,SP
seller_id_51100902ac674ff8,SP
seller_id_511f174927a7acfd,SP
seller_id_512ca86f59795238,PR
seller_id_513e12332f2a412f,MG
seller_id_514da77cbdc607eb,SC
seller_id_514f37b302f1875c,MG
seller_id_515cb6eed0855beb,SP
seller_id_5164f271ce99edb8,SP
seller_id_5171d3868d51257a,RS
seller_id_5180e645c7e4f1e0,RJ
seller_id_51943732b4ee745b,SP
seller_id_51a83cb42093e68c,PR
seller_id_51b7c3fbaec0c2bc,SP
seller_id_51b878fc467f11b2,SP
seller_id_51bf675f6923d827,PR
seller_id_51c9637516898595,PR
seller_id_51d2e10e1deeb213,SC
seller_id_51da7c793a0589e9,PR
seller_id_51ed14664d8f57b5,SP
seller_id_51ed3a18a8c9cc30,SP
seller_id_51f9432af8709399,SP
seller_id_51f96f3dd6c3fff4,PA
seller_id_5209100a04cf08cc,SP
seller_id_520d5f6e39962f44,SP
seller_id_521b6bd69bb2f901,PR
seller_id_521b8b3ca9008e6e,SP
seller_id_5230bdf14baaf31c,SP
seller_id_52661c65a7969a65,SP
seller_id_527c6d6600c4b4e3,SP
seller_id_52ab0b02e24d56ec,SP
seller_id_52ccb33504325f01,PR
seller_id_52e3c3de7eace105,SP
seller_id_52f831e2a6741b65,SP
seller_id_5301bc6a620a0a90,SP
seller_id_5301e1daa32fd8cd,MG
seller_id_5303a869c0841ba8,SP
seller_id_53158e0bde87ab5a,BA
seller_id_531dff10e000ca10,SP
seller_id_5326de61a95725f7,ES
seller_id_53507d26f2052d10,SP
seller_id_53822e0c908d42bd,SP
seller_id_53b2db9364d0b4e4,PR
seller_id_53d45fd682d1bb6c,SP
seller_id_53eb5d95ab950638,SC
seller_id_54115d5d057ba0b7,SP
seller_id_54171f52cfc01dd7,SP
seller_id_548db785d02ffec9,SP
seller_id_549f0202401861a7,PR
seller_id_54c505b84196d9c2,SP
seller_id_54d338bc8ab7147f,RS
seller_id_54dd67890b5ef90b,SP
seller_id_54f55c5990af581c,SP
seller_id_54f63af247eca18e,PR
seller_id_54f6a425217c903a,MG
seller_id_54f72562bb27f5b4,RJ
seller_id_55086bed904d29d3,SP
seller_id_550d11904dee0878,SP
seller_id_551392b58d24d177,PR
seller_id_55734cca1424d33c,SC
seller_id_55a4d895b62678de,SP
seller_id_55af2485a9962bc1,RS
seller_id_55affb9ede018080,SP
seller_id_55d2287012c88674,SP
seller_id_55d5f4d6e8b24155,GO
seller_id_560a85c78ef4f2f9,SP
seller_id_561b8e71b09dd8cf,SC
seller_id_56259cf2b1f113ac,SP
seller_id_562f9715f5ce22a2,SP
seller_id_5631fc33c24fc8d6,SP
seller_id_56631d73172c5b8c,SP
seller_id_569984a95127af3a,PR
seller_id_5732b0428c36d51e,MG
seller_id_573a2588126a47d4,MG
seller_id_57410e3d6407bd8c,MG
seller_id_5754d368a7dddef4,SP
seller_id_576e860019cbbc9d,SP
seller_id_5783d39ae9dfaf11,SP
seller_id_578c701d9db72b78,GO
seller_id_5792ab8ed1227493,SP
seller_id_57b8c33628d66866,SP
seller_id_57b9665c5453b70a,RS
seller_id_57e3a5ec5452cdf0,RS
seller_id_57f796c736741822,PR
seller_id_57fea87388410eef,RS
seller_id_581b8b9617042096,PR
seller_id_583098257aba006d,SP
seller_id_58437123d0ce0f86,SP
seller_id_584d3e496074fd4b,SP
seller_id_585b277cdc97b962,RS
seller_id_58635b5e61237b77,SP
seller_id_587420ce38669c52,SP
seller_id_587abaa4d49e9a8f,SP
seller_id_588271b54bb02afd,SP
seller_id_58839fce3129e197,SP
seller_id_58910392f467f4d0,SP
seller_id_58979d84d558deb0,SP
seller_id_58a89db0003b389d,SP
seller_id_58c5472ce3210ad9,RJ
seller_id_58df49b65e94fe7b,SP
seller_id_591c8943f00860a7,MG
seller_id_592246b65b79635e,SP
seller_id_592c787ed526e503,SP
seller_id_593e82e5aba008b3,SP
seller_id_59415ec7c28f54c9,PR
seller_id_59750bbe2c3287f6,SP
seller_id_5976f4796a4dc8cc,SP
seller_id_5978e1aeca6286a5,SP
seller_id_59b758d2e7f1a4b8,RJ
seller_id_59c29e9fb278e880,SC
seller_id_59c2b4b2ec2f74a0,SP
seller_id_5a4db5b00557806e,RJ
seller_id_5a4f71da13280cb0,RJ
seller_id_5a691c9bb6df19af,SP
seller_id_5ab0e11f709d654e,SP
seller_id_5aefcc7f95683987,SP
seller_id_5b1199c300efed5d,SP
seller_id_5b178f2b83c7b096,SP
seller_id_5b2b011af33110c7,RN
seller_id_5b43695d4bfd444f,GO
seller_id_5b69539b36c815bc,SP
seller_id_5ba5887ed754293a,MG
seller_id_5ba85a1e6fc4af3f,SP
seller_id_5bac9d519c61af9e,SP
seller_id_5bae1c2db109dba1,SP
seller_id_5bb6921af609ce37,SP
seller_id_5bbf07632680f8e6,SC
seller_id_5bcc3af2bcdc1d99,RJ
seller_id_5bd2d91c8c4a7369,SP
seller_id_5bd66327ef8bd41f,MG
seller_id_5c26415001cd04ee,SP
seller_id_5c2a449f461f79db,MG
seller_id_5c475e723a019c48,SP
seller_id_5c490d00b667cd7a,SC
seller_id_5c66b23c86ec7274,RS
seller_id_5c87fac93924b452,MG
seller_id_5ca90959c53dc9a3,SC
seller_id_5cbe4656d7673851,SP
seller_id_5cc0bd8dc7681feb,SP
seller_id_5cce354bf3fd88cc,PR
seller_id_5ccf8f52da2c4b07,SP
seller_id_5ce35f945bb25c49,PR
seller_id_5cf64abb2d2f51f9,RJ
seller_id_5d4f0667d0b559b3,MG
seller_id_5d5075975ffff7a7,SP
seller_id_5d567c126ab27a9b,RS
seller_id_5d6067a37f693da1,SP
seller_id_5d73347733e609c2,SP
seller_id_5d73f20d69f5748a,RJ
seller_id_5d8748bd9d7f4576,RS
seller_id_5d8a39fab5381317,SP
seller_id_5da80a5c99e182a6,SC
seller_id_5deab6f81677606f,SP
seller_id_5dfe851f33524f97,SC
seller_id_5e039cb906380f4f,SP
seller_id_5e28a56f202741fe,SP
seller_id_5e3c5e2d2ca1c618,SP
seller_id_5e5a38480ab23c85,SP
seller_id_5e8610d86af068fd,SP
seller_id_5eac5cab9a70d3f5,SP
seller_id_5edac6d170c59e44,MG
seller_id_5f12f2e880b36315,PR
seller_id_5f14e12043667f45,SP
seller_id_5f21082f9ed2ef7b,SP
seller_id_5f2486c316b5aefa,SP
seller_id_5f2a1c7cc36f28ff,PR
seller_id_5f6cde5ac99c2b91,SP
seller_id_5f78b04565dc0602,SP
seller_id_5f7c7ab92bb19d71,SP
seller_id_5fb4fe12ad1c1ec9,GO
seller_id_5fc9544937b70933,SP
seller_id_5fd74aa3c11a6912,SP
seller_id_601c92f3af0e63dc,RS
seller_id_6021f3a19e9ab0a8,SP
seller_id_6038565106b41308,SP
seller_id_6066ab9077fe0163,RJ
seller_id_60700f01dceacc02,RS
seller_id_607607d6607ebe50,SP
seller_id_607720570da879de,SP
seller_id_60800d62376f7e94,SP
seller_id_60b605d053d152a8,SP
seller_id_6121a8ea37668fa0,SP
seller_id_6137689863f2ba4a,SP
seller_id_61395d19525da850,PR
seller_id_613db9402421ef3d,MG
seller_id_613ee1e9aa027016,PR
seller_id_616c34cf182ab1c6,SP
seller_id_61859f12af9e202f,SP
seller_id_61878c234af958a3,SP
seller_id_61be6282e9668e82,SP
seller_id_61f3f3dd4319f9a4,MG
seller_id_62017ae196bef50d,SP
seller_id_6203aa138970d2ab,RJ
seller_id_62283a3392cbb036,PR
seller_id_6240a7050fd177bd,SP
seller_id_624dae159a57d973,PR
seller_id_627574631fe746fd,SC
seller_id_62791d88beb89869,SP
seller_id_628a633f34c11432,SP
seller_id_62f6e5ef60cc1a59,PR
seller_id_630adafa71e6e1d5,DF
seller_id_630e88e731b0ab7f,SP
seller_id_632802ad23a0a82c,SC
seller_id_6334ab822901aefd,PR
seller_id_63525ae3b151096f,SP
seller_id_6362d8a7dd1817c3,SP
seller_id_6376256d9ccdf6b8,SP
seller_id_63aa41b75f4bd3dc,SP
seller_id_63ac8ef800eeaa83,PR
seller_id_640ea953cefc6d66,SP
seller_id_641f597785a60162,PR
seller_id_6451e1a89b64769c,MG
seller_id_648c4ee0931af6ed,SP
seller_id_64abcfb389099b85,SP
seller_id_64afdbf20a09388c,SP
seller_id_64b013c6aa06970f,SP
seller_id_64b61ce35b5a2e51,SP
seller_id_64c4eab073945432,PR
seller_id_64c515c22f2afe1a,PR
seller_id_64dbd7bb9f0fe35f,SP
seller_id_64ef40f62b485573,RJ
seller_id_65156d9f4c3226a1,SP
seller_id_6519ab740d6fca40,MG
seller_id_6520efa09f470b43,ES
